"","CASE_ENQUIRY_ID","open_dt","TARGET_DT","closed_dt","OnTime","CASE_STATUS","CLOSURE_REASON","CASE_TITLE","SUBJECT","REASON","TYPE","QUEUE","Department","SubmittedPhoto","ClosedPhoto","Location","Fire_district","pwd_district","city_council_district","police_district","neighborhood","neighborhood_services_district","ward","precinct","LOCATION_STREET_NAME","LOCATION_ZIPCODE","Latitude","Longitude","Source","street_path"
"11",101001432516,"2015-07-18 18:26:07","","2015-10-05 16:53:43","ONTIME","Closed","Case Closed. Closed date : 2015-10-05 16:53:43.363 Case Resolved Mobile Sharps Team Canvassed the area. No needles found.  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/55aad27f6963f60aeaf728cd/photo_20150718_182421.jpg","","25 Bellevue St  Dorchester  MA  02125",7,"03",3,"C11","Dorchester",8,"Ward 15","1501","25 Bellevue St",2125,42.3111,-71.0678,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3111,-71.0678&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"12",101001436634,"2015-07-25 14:37:44","","2015-10-01 15:24:13","ONTIME","Closed","Case Closed. Closed date : 2015-10-01 15:24:13.863 Case Noted Canvassed area  no needles found ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/55b3d78d6963856559d2c9b4/report.jpg","","603 Massachusetts Ave  Roxbury  MA  02118",7,"10B",7,"D4","Roxbury",13,"Ward 9","0903","603 Massachusetts Ave",2118,42.3371,-71.0782,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3371,-71.0782&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"13",101001436948,"2015-07-26 18:49:00","","2015-10-01 15:08:40","ONTIME","Closed","Case Closed. Closed date : 2015-10-01 15:08:40.473 Case Noted Canvased area no needles found ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/55b563f46963856559d2d421/report.jpg","","20 Flagship Way  Charlestown  MA  02129",3,"1A",1,"A15","Charlestown",2,"02","0202","20 Flagship Way",2129,42.3739,-71.0534,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3739,-71.0534&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"14",101001500721,"2015-07-31 09:15:08","","2015-10-05 17:30:59","ONTIME","Closed","Case Closed. Closed date : 2015-10-05 17:30:59.663 Case Resolved Mobile Sharps Team Canvassed the area. No needles found.  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/55bb74fd6963856559d2fa89/report.jpg","","142 D St  South Boston  MA  02127",6,"05",2,"C6","South Boston / South Boston Waterfront",5,"06","0602","142 D St",2127,42.3362,-71.0542,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3362,-71.0542&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"15",101001501512,"2015-08-01 17:07:15","","2015-10-05 17:30:16","ONTIME","Closed","Case Closed. Closed date : 2015-10-05 17:30:16.89 Case Resolved Mobile Sharps Team Canvassed the area. No needles found.  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/55bd35246963856559d30648/report.jpg","","1350 Columbia Rd  South Boston  MA  02127",6,"05",2,"C6","South Boston / South Boston Waterfront",5,"Ward 7","0703","1350 Columbia Rd",2127,42.3309,-71.0455,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3309,-71.0455&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"16",101001502540,"2015-08-03 18:46:23","","2015-10-06 09:10:23","ONTIME","Closed","Case Closed. Closed date : 2015-10-06 09:10:23.673 Case Resolved Mobile Sharps Team Canvassed the area. No needles found.  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/55bfef696963856559d3134f/report.jpg","","717-719 Atlantic Ave  Boston  MA  02111",4,"1C",2,"A1","Downtown / Financial District",4,"Ward 3","0308","717-719 Atlantic Ave",2111,42.3509,-71.0568,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3509,-71.0568&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"17",101001502543,"2015-08-03 18:48:25","","2015-10-05 17:38:30","ONTIME","Closed","Case Closed. Closed date : 2015-10-05 17:38:30.4 Case Resolved Mobile Sharps Team Canvassed the area. No needles found.  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/55bfefe46963856559d31359/report.jpg","","108-112 South St  Boston  MA  02111",4,"1C",2,"A1","Downtown / Financial District",4,"Ward 3","0308","108-112 South St",2111,42.351,-71.0571,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.351,-71.0571&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"18",101001503490,"2015-08-04 18:09:26","","2015-10-05 09:57:16","ONTIME","Closed","Case Closed. Closed date : 2015-10-05 09:57:16.51 Case Resolved Mobile Sharps Team canvassed the area. No needles found. ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/55c138416963856559d31c58/SCF__20150804_1800541952964327.jpg","","215 Commonwealth Ave  Boston  MA  02116",4,"1C",8,"D4","Back Bay",14,"Ward 5","0508","215 Commonwealth Ave",2116,42.3514,-71.0816,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3514,-71.0816&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"19",101001519833,"2015-08-12 19:17:28","","2015-10-05 10:43:52","ONTIME","Closed","Case Closed. Closed date : 2015-10-05 10:43:52.93 Case Resolved Mobile Sharps Team Canvassed the area. No needles found. ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/55cbd4126963fe2d4ed2a8c8/report.jpg","","125 Lincoln St  Boston  MA  02111",4,"1C",2,"A1","Downtown / Financial District",4,"Ward 3","0308","125 Lincoln St",2111,42.3514,-71.0586,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3514,-71.0586&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"20",101001522198,"2015-08-16 07:21:34","","2015-10-05 17:04:44","ONTIME","Closed","Case Closed. Closed date : 2015-10-05 17:04:44.87 Case Resolved Mobile Sharps Team Canvassed the area. No needles found.  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/55d0723804858b6818a10a81/report.jpg","","125 William J Day Blvd  Dorchester  MA  02125",6,"05",2,"C6","Dorchester",5,"07","0707","125 William J Day Blvd",2125,42.3225,-71.049,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3225,-71.049&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"21",101001524786,"2015-08-19 07:09:51","","2015-10-06 09:20:17","ONTIME","Closed","Case Closed. Closed date : 2015-10-06 09:20:17.063 Case Resolved Mobile Sharps Team Canvassed the area. No needles found.  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/55d463fa04858b6818a13ec0/photo_20150819_070925.jpg","","108 Highland St  Roxbury  MA  02119",9,"10B",7,"B2","Roxbury",13,"Ward 11","1102","108 Highland St",2119,42.3263,-71.0929,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3263,-71.0929&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"22",101001530046,"2015-08-25 14:07:26","","2015-10-06 09:52:35","ONTIME","Closed","Case Closed. Closed date : 2015-10-06 09:52:35.613 Case Resolved Mobile Sharps Team canvassed the area. No needles found.  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/55dcaee50485668337246bf8/report.jpg","","960 Massachusetts Ave  Roxbury  MA  02118",6,"1C",7,"C6","South Boston / South Boston Waterfront",13,"Ward 8","0806","960 Massachusetts Ave",2118,42.3298,-71.0689,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3298,-71.0689&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"23",101001530550,"2015-08-26 08:18:02","","2015-10-05 16:49:12","ONTIME","Closed","Case Closed. Closed date : 2015-10-05 16:49:12.713 Case Resolved Mobile Sharps Team Canvassed the area. No needles found.  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/55ddae850485668337247806/photo_20150826_081646.jpg","","12-14 Glenside Ave  Jamaica Plain  MA  02130",9,"02",6,"E13","Jamaica Plain",11,"Ward 11","1107","12-14 Glenside Ave",2130,42.3078,-71.1011,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3078,-71.1011&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"24",101001530921,"2015-08-26 10:54:10","","2015-10-06 09:51:47","ONTIME","Closed","Case Closed. Closed date : 2015-10-06 09:51:47.96 Case Resolved Mobile Sharps Team Canvassed the area. No needles found.  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/55ddd31c0485668337247bcf/report.jpg","","960 Massachusetts Ave  Roxbury  MA  02118",6,"1C",7,"C6","South Boston / South Boston Waterfront",13,"Ward 8","0806","960 Massachusetts Ave",2118,42.3298,-71.0689,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3298,-71.0689&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"25",101001542133,"2015-08-27 12:58:45","","2015-10-01 15:11:50","ONTIME","Closed","Case Closed. Closed date : 2015-10-01 15:11:50.36 Case Noted Canvased area no needles found ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/55df41bc0485668337248eaf/report.jpg","","186 Adams St  Dorchester  MA  02122",7,"03",3,"C11","Dorchester",8,"Ward 15","1509","186 Adams St",2122,42.3027,-71.0601,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3027,-71.0601&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"26",101001542485,"2015-08-27 17:47:53","","2015-10-01 15:20:34","ONTIME","Closed","Case Closed. Closed date : 2015-10-01 15:20:34.707 Case Noted Canvassed area  no needles found ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/55df859a0485668337249306/report.jpg","","911 Massachusetts Ave  Roxbury  MA  02119",7,"10B",7,"C6","Roxbury",13,"Ward 8","0806","911 Massachusetts Ave",2119,42.3305,-71.0703,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3305,-71.0703&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"27",101001546713,"2015-09-01 13:43:00","","2015-09-24 17:00:53","ONTIME","Closed","Case Closed. Closed date : 2015-09-24 17:00:53.19 Case Noted Did not see any syringes or shards of glass at the corner of Northampton street and Tremont street -Canty ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/55e5e3f7048529bde6168339/report.jpg","","784-790 Tremont St  Roxbury  MA  02118",7,"10B",7,"D4","Roxbury",13,"Ward 9","0903","784-790 Tremont St",2118,42.3389,-71.0808,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3389,-71.0808&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"28",101001549721,"2015-09-03 18:48:00","","2015-09-24 16:56:56","ONTIME","Closed","Case Closed. Closed date : 2015-09-24 16:56:56.32 Case Noted Sharps team canvassed the area around 34 Plympton Street in the South End and were unable to recover any syringes.  -Canty  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/55e8ce796963c98f05b56811/report.jpg","","34 Plympton St  Roxbury  MA  02118",4,"1C",2,"D4","South End",6,"Ward 8","0801","34 Plympton St",2118,42.3392,-71.0682,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3392,-71.0682&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"29",101001570075,"2015-09-04 10:00:00","","2015-09-24 18:08:38","ONTIME","Closed","Case Closed. Closed date : 2015-09-24 18:08:38.417 Case Noted Hi  MSU reported to 456 West fourth St. We canvased the area  and was unable to locate a syringe.   ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/55e9a40f6963c98f05b570c6/report.jpg","","456 W Fourth St  South Boston  MA  02127",6,"05",2,"C6","South Boston / South Boston Waterfront",5,"Ward 6","0604","456 W Fourth St",2127,42.3353,-71.0471,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3353,-71.0471&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"30",101001570624,"2015-09-04 18:46:00","","2015-09-23 09:50:12","ONTIME","Closed","Case Closed. Closed date : 2015-09-23 09:50:12.8 Case Noted MSU reported to 148 Brooks St. We canvased the area and was unable to to locate syringe .  ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/55ea1f896963c98f05b57a10/report.jpg","","146 Brooks St  East Boston  MA  02128",1,"09",1,"A7","East Boston",1,"Ward 1","0107","146 Brooks St",2128,42.3789,-71.0353,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3789,-71.0353&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"31",101001575521,"2015-09-11 07:37:00","","2016-08-06 15:50:58","ONTIME","Closed","Case Closed. Closed date : 2016-08-06 15:50:58.163 Case Noted ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/55f2bd0f6963ab4b3634ec34/report.jpg","","706 E Second St  South Boston  MA  02127",6,"05",2,"C6","South Boston / South Boston Waterfront",5,"06","0607","706 E Second St",2127,42.3375,-71.0351,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3375,-71.0351&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"32",101001575677,"2015-09-11 09:21:00","","2015-09-23 10:54:52","ONTIME","Closed","Case Closed. Closed date : 2015-09-23 10:54:52.983 Case Resolved MSU reported to 125 Summer St. We recovered 2 syringes   and have disposed of them properly . ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/55f2d5406963ab4b3634ede9/photo_20150911_092040.jpg","","125 Summer St  Boston  MA  02111",3,"1C",2,"A1","Downtown / Financial District",4,"Ward 3","0308","125 Summer St",2111,42.3531,-71.0574,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3531,-71.0574&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"33",101001575868,"2015-09-11 11:18:00","","2015-09-24 17:09:39","ONTIME","Closed","Case Closed. Closed date : 2015-09-24 17:09:39.583 Case Noted MSU reported to 90 South Hampton St. We canvased the area and was unable to locate any syringes in area. ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/55f2f0b06963ab4b3634efa2/report.jpg","","90 Southampton St  Roxbury  MA  02118",6,"1C",2,"C6","South Boston / South Boston Waterfront",6,"Ward 8","0802","90 Southampton St",2118,42.3324,-71.0707,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3324,-71.0707&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"34",101001578592,"2015-09-15 08:50:00","","2016-08-18 14:29:38","ONTIME","Closed","Case Closed. Closed date : 2016-08-18 14:29:38.823 Case Noted ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/55f8141a6963e85c97bbced4/photo_20150915_084907.jpg","","74 Bailey St  Dorchester  MA  02124",8,"07",4,"C11","Dorchester",8,"Ward 17","1711","74 Bailey St",2124,42.2848,-71.0662,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.2848,-71.0662&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
"35",101001580107,"2015-09-16 10:30:00","","2015-09-22 17:17:07","ONTIME","Closed","Case Closed. Closed date : 2015-09-22 17:17:07.8 Case Noted MSU reported to 1530 Washington St. ( Franklin square ) .We canvased the area and found no trace of drug paraphernalia . ","Needle Pickup","Mayor's 24 Hour Hotline","Needle Program","Needle Pickup","GEN_Needle_Pickup","GEN_","https://mayors24.cityofboston.gov/media/boston/report/photos/55f97d2d6963e85c97bbe162/report.jpg","","1530 Washington St  Roxbury  MA  02118",4,"1C",3,"D4","Roxbury",6,"08","0802","1530 Washington St",2118,42.3388,-71.0725,"Citizens Connect App","https://maps.googleapis.com/maps/api/streetview?location=42.3388,-71.0725&size=600x400&key=AIzaSyDlLoQ8olGkr3hI51HtSLCaHDENjQklT6E"
